courseragetandcleandataproject
==============================
"activity" "subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"92" "WALKING_UPSTAIRS" 16 0.259391120470588 -0.0143970323286275 -0.125333200098039 -0.367642147843137 -0.161689391352941 -0.125823941545098 0.830532689215686 -0.0802507426078431 -0.373069357843137 -0.948595524117647 -0.935030694509804 -0.908319932156863 0.0789241469156863 0.0100859898823529 0.0402315063588235 -0.502792615427451 -0.414549586862745 -0.583095604509804 0.0954735729058823 -0.0502774723627451 -0.0256899344333333 -0.504824126666667 -0.585759516862745 -0.369511152235294 -0.146449983751176 -0.0359550677186274 -0.0375577896627451 -0.70266216627451 -0.767987594509804 -0.711332502156863 -0.213064565686275 -0.312853248078431 -0.213064565686275 -0.312853248078431 -0.467928384509804 -0.477780296313725 -0.31021121372549 -0.514642516078431 -0.731979930980392 -0.790618651960784 -0.450816350666667 -0.262774515882353 -0.327256390196078 -0.338404287647059 -0.166157860098039 -0.0939782705764706 -0.529178977254902 -0.459345248235294 -0.553593479411765 -0.519979918768627 -0.40469019254902 -0.611147054901961 -0.527445933529412 -0.637275651764706 -0.492082457647059 -0.507091787058824 -0.56139214627451 -0.392887920098039 -0.347162577705882 -0.401278974509804 -0.460641353705882 -0.504498863980392 -0.625744387058824 -0.530357144705882 -0.78078816745098 -0.819714903921569
"93" "WALKING_DOWNSTAIRS" 16 0.292267954106383 -0.0184853905276596 -0.119006366851064 0.172822731546809 -0.158184946591489 0.00371627984042553 0.918283626170213 -0.0586842462978723 -0.224548385106383 -0.958845919361702 -0.955736027446809 -0.911210089787234 0.0798581963191489 -0.00866072224468085 -0.0349058698893617 -0.113199659217021 -0.274517618595745 -0.310604832619149 -0.0344379917212766 -0.0672495431319149 0.0922839541042553 -0.457262220212766 -0.531382114468085 -0.437610711914894 -0.103048229224468 -0.0615770755285106 -0.0546673155482979 -0.628238393404255 -0.588375843404255 -0.541861070425532 0.16458519975766 0.089017080893617 0.16458519975766 0.089017080893617 -0.17615947187234 -0.0931005345382979 -0.313686013404255 -0.428236201276596 -0.59457798212766 -0.601015098510638 0.0140074109978723 -0.147253975918298 -0.0527703933344681 0.227436617417447 -0.218332828521277 -0.0466771171702128 -0.16701827106383 -0.302219130808511 -0.250153162148936 -0.137047528152766 -0.294210667161702 -0.370342545659574 -0.425081927561702 -0.48366009106383 -0.370875676808511 -0.473087195744681 -0.567477958297872 -0.513737638723404 0.086368794993617 -0.0805785230234042 -0.0888914539882979 -0.107049902057447 -0.493149760638298 -0.485596726765957 -0.594597099148936 -0.638702541489362
"94" "SITTING" 16 0.280883343188406 -0.0102280359637681 -0.0892453655797101 -0.987821609855073 -0.955801570289855 -0.941667137101449 0.941377919130435 -0.0870196187681159 0.0823792729449275 -0.980152749855073 -0.967951593043478 -0.94582959684058 0.0736455088115942 0.00670950275782609 -0.00828731630521739 -0.991611742608696 -0.982970204347826 -0.984231711884058 -0.0409218553724638 -0.055474688173913 0.0825650585391304 -0.983759697681159 -0.961747475507246 -0.969191367681159 -0.0963281410144928 -0.0435950325362319 -0.0543843742086957 -0.991400947391304 -0.991332887536232 -0.98970734115942 -0.963059970289855 -0.945143800724638 -0.963059970289855 -0.945143800724638 -0.988146801014493 -0.985051569275362 -0.949360675942029 -0.946138713188406 -0.993144694927536 -0.98993151826087 -0.988149567536232 -0.965453337391304 -0.961529767101449 -0.987842290869565 -0.953900729275362 -0.936498105507246 -0.991715344347826 -0.982827442753623 -0.982013597101449 -0.992251817246377 -0.984414887246377 -0.985018296666667 -0.980515509130435 -0.969554511014493 -0.969643628695652 -0.984889246231884 -0.958070381304348 -0.972038851449275 -0.962289098695652 -0.946134250695652 -0.985100533913044 -0.983972500724638 -0.959694796521739 -0.947060542318841 -0.990455948115942 -0.989626247536232
"95" "STANDING" 16 0.284878837051282 -0.0173367220179487 -0.104259309333333 -0.970705743320513 -0.939890602115385 -0.934414875897436 0.939926122692308 -0.0636032014358974 -0.165095929858974 -0.984588859102564 -0.980130194871795 -0.958512570128205 0.0675260491538461 0.00753688933588462 -0.00156940639705128 -0.975214037692308 -0.967212504358974 -0.980102263717949 -0.0377719186089744 -0.0604251831153846 0.0901136098974359 -0.964120301794872 -0.965546962564103 -0.971734865384615 -0.0987722886282051 -0.0398629355 -0.0560271181076923 -0.977950167692308 -0.986685125384615 -0.986122086410256 -0.949285458910256 -0.94027046974359 -0.949285458910256 -0.94027046974359 -0.975013274487179 -0.970874437179487 -0.955357672564103 -0.952141146923077 -0.985653084871795 -0.985213925 -0.971632126576923 -0.950011196923077 -0.955854254615385 -0.970519210512821 -0.938460098205128 -0.928557154230769 -0.97592644974359 -0.967188742435897 -0.977532464871795 -0.976700834487179 -0.969738068205128 -0.981243545641026 -0.964223592307692 -0.972930740384615 -0.974179051666667 -0.964641803333333 -0.962073369307692 -0.973545030769231 -0.954012355807692 -0.942828228717949 -0.96989738051282 -0.971126959871795 -0.96636122474359 -0.951851967692308 -0.985154966282051 -0.986149935384615
"96" "LAYING" 16 0.273916894142857 -0.0163024613377143 -0.107312045242857 -0.973205228 -0.938942100285714 -0.963807300285714 -0.173448378771429 -0.0215770558 0.868721089 -0.964062980857143 -0.966420618857143 -0.967852018 0.0778804969571429 0.0177347379811429 -0.00418466814621429 -0.987893531285714 -0.983511973 -0.986896809142857 -0.0173609856714286 -0.115299658142857 0.0934026717 -0.973215840857143 -0.967612601 -0.975720395571429 -0.103636281671429 -0.0356393778642857 -0.0621599036 -0.984078094285714 -0.988598702142857 -0.993118069857143 -0.961097134428571 -0.953548924285714 -0.961097134428571 -0.953548924285714 -0.987750142714286 -0.986368232142857 -0.948589972428571 -0.948973098571429 -0.990249935142857 -0.986786301 -0.979464318714286 -0.958774702428571 -0.972583269142857 -0.971020502857143 -0.933560518428571 -0.961156510285714 -0.988025118857143 -0.983514648571429 -0.984651286 -0.988850936428571 -0.984826963285714 -0.987760479 -0.972385721 -0.973540430285714 -0.976228577714286 -0.973795678142857 -0.964709701571429 -0.977810111428571 -0.963418415 -0.954578961285714 -0.986266723571429 -0.985413507857143 -0.963046465857143 -0.949084040857143 -0.987765738714286 -0.986254083571429
"97" "WALKING" 17 0.272628596885246 -0.0186593357372131 -0.110314705262295 -0.341309692295082 -0.0487289919804918 -0.287838494590164 0.890691672295082 -0.152056787786885 -0.160334954704918 -0.981399406721311 -0.968815838032787 -0.957281885901639 0.0721351044459016 0.0169456358360656 0.0220746062967213 -0.376354270327869 -0.122240808416393 -0.550013502786885 -0.0090440844442623 -0.0844542001311475 0.0761112339655738 -0.497050664590164 -0.47162844557377 -0.405344933770492 -0.1079036196 -0.0412140091081967 -0.0489323939704918 -0.449687332622951 -0.574175193606557 -0.53976314 -0.178129973606557 -0.477373110327869 -0.178129973606557 -0.477373110327869 -0.323557878360656 -0.29958975852459 -0.356203939672131 -0.536337309836066 -0.532678770491803 -0.554320081803279 -0.382431840327869 -0.0941385996388525 -0.402270668360656 -0.326768110163934 -0.0858092356704918 -0.283961182786885 -0.442338625573771 -0.219619929114754 -0.53902275852459 -0.364938268196721 -0.0773605590786885 -0.559678345737705 -0.426678435409836 -0.505681352622951 -0.419468858360656 -0.521458877540984 -0.456516724590164 -0.45583383 -0.446199390983607 -0.577535165081967 -0.358356448360656 -0.236738149032787 -0.53281520704918 -0.626436780491803 -0.595323506229508 -0.536166988032787
"98" "WALKING_UPSTAIRS" 17 0.254890590041667 -0.0253928901641667 -0.1210490775 -0.031959585588125 -0.00992198455625 -0.229420660989583 0.861049578125 -0.2737115688125 -0.2835200726875 -0.948647868958333 -0.920592217291667 -0.928186591458333 0.0882453780833333 0.0324651172479167 0.00304117521520834 -0.267474829020833 -0.342531001 -0.646385155833333 0.0250383316104167 -0.0784725301349583 0.0155160557520833 -0.484490733979167 -0.49109244375 -0.255697030714583 -0.162329490097917 -0.0265857038925 -0.038375176161875 -0.595415138958333 -0.667126455625 -0.607992093333333 0.008475005225 -0.0761250004083333 0.008475005225 -0.0761250004083333 -0.338608642604167 -0.371652284833333 -0.2349265968 -0.435482601166667 -0.628665105416667 -0.674160764375 -0.122036858013125 -0.1151150477875 -0.385620345833333 -9.23240770833355e-05 -0.021941923525 -0.2103946060875 -0.340226851895833 -0.371772506458333 -0.619488174375 -0.259238757875 -0.356275457458333 -0.671859969791667 -0.405747200583333 -0.517318972916667 -0.33464738375 -0.511966683770833 -0.480329021875 -0.300901905645833 -0.123850074372917 -0.194870736020833 -0.338862674770833 -0.421398279791667 -0.498266298958333 -0.492294841666667 -0.660083159583333 -0.71777245625
"99" "WALKING_DOWNSTAIRS" 17 0.29215695173913 -0.0153617971043478 -0.0906673353217391 0.136689437691304 -0.0598789439058696 -0.235556531571739 0.92267709326087 -0.1604968565 -0.174011826717391 -0.951891185652174 -0.943095779130435 -0.903850036086957 0.0984992873565217 -0.017131545233913 0.012807035673913 -0.138264613543478 -0.300026097456522 -0.54547196 0.00951116969782609 -0.0947220184086957 0.0511519340993478 -0.377161084108696 -0.462522478695652 -0.448351006521739 -0.0910386446956522 -0.0481690757223913 -0.0448017739173913 -0.531159939565217 -0.58084315326087 -0.544573595652174 0.116345617253478 0.0407768674934783 0.116345617253478 0.0407768674934783 -0.242235168206522 -0.226370786223913 -0.235206627872826 -0.361236578043478 -0.547728589130435 -0.596794082173913 -0.0514051432326087 -0.125185076347826 -0.334975011347826 0.200864552302174 -0.0869569796804348 -0.243757957869565 -0.242291317293478 -0.347128328478261 -0.511809166304348 -0.110901441593478 -0.295311310217391 -0.578100588478261 -0.323088818836957 -0.459289577826087 -0.393377421086957 -0.399895850443478 -0.469810123478261 -0.519275048478261 0.0136043263173913 -0.107549595408696 -0.212965526097826 -0.250236037686957 -0.416762323043478 -0.436922538043478 -0.58672654173913 -0.641208425217391
"100" "SITTING" 17 0.27749001296875 -0.014205304678125 -0.113314588234375 -0.99416572140625 -0.96166244328125 -0.96553832671875 0.94350288890625 -0.009010708859375 -0.136162676210937 -0.9901034378125 -0.96679798328125 -0.95649293390625 0.07494827465625 0.0060449127384375 -0.0006741161159375 -0.99390377078125 -0.988444538125 -0.990415096875 -0.042295927578125 -0.0667751957796875 0.085781999853125 -0.9893936571875 -0.9859714584375 -0.97937616796875 -0.094647776328125 -0.0409566239221875 -0.051492107625 -0.99495964234375 -0.994876431875 -0.99374809484375 -0.97251947875 -0.96469468734375 -0.97251947875 -0.96469468734375 -0.99264611453125 -0.990959684375 -0.96685110625 -0.9750697146875 -0.99623802875 -0.9941992953125 -0.993594921875 -0.9697033084375 -0.974578545 -0.99442858484375 -0.95963151421875 -0.96279779453125 -0.99408324109375 -0.9881204259375 -0.9886563725 -0.99424438984375 -0.9897575134375 -0.99077297296875 -0.988035403125 -0.9885644715625 -0.98115786234375 -0.98984467203125 -0.98470631578125 -0.98072461265625 -0.97323141265625 -0.96510368421875 -0.99096631984375 -0.98979919625 -0.98297581484375 -0.974469630625 -0.99500854359375 -0.9933336359375
"101" "STANDING" 17 0.276617392435897 -0.0162704025682051 -0.110960581795769 -0.971891298461538 -0.947570757692308 -0.94717021298718 0.903514855 -0.250626143205128 -0.20629045624359 -0.985315398205128 -0.973934172564103 -0.968602459358974 0.0849894416025641 0.00602597041153846 -0.00908995154423077 -0.97738963474359 -0.971753424358974 -0.980245685384615 -0.0359809888028205 -0.0789036999448718 0.096273059025641 -0.974580174615385 -0.969030785128205 -0.968580121538462 -0.0980279586923077 -0.040622794 -0.0503589057179487 -0.982457944102564 -0.984305276025641 -0.984093833333333 -0.955810815910256 -0.955363295769231 -0.955810815910256 -0.955363295769231 -0.977068033333333 -0.975889379102564 -0.960003586923077 -0.965971058717949 -0.984781224871795 -0.984194258846154 -0.972082537884615 -0.955243363076923 -0.96274548948718 -0.971933731025641 -0.946281991282051 -0.942623302260256 -0.978250262948718 -0.972377561025641 -0.978069018717949 -0.978499419230769 -0.973171087179487 -0.980981135897436 -0.971634902948718 -0.972507546153846 -0.970846566538462 -0.975728757564103 -0.967346045769231 -0.970751330769231 -0.961646841153846 -0.958245621282051 -0.975540459615385 -0.975333736794872 -0.973513955769231 -0.966956328205128 -0.984125943076923 -0.985201394102564
"102" "LAYING" 17 0.269819122478873 -0.0169486836785916 -0.106497185478873 -0.973356930422535 -0.946529254084507 -0.954627988591549 -0.166965305915493 0.63798318456338 0.695629492676056 -0.96111506084507 -0.96164392056338 -0.957234018450704 0.0779125689239437 0.00598305019 0.000731856154084507 -0.981975171267606 -0.977829681549296 -0.983176582253521 -0.0240336843113239 -0.0939080070985916 0.111523583140845 -0.976882082535211 -0.972149459859155 -0.976382122253521 -0.102194285661972 -0.0358204781549296 -0.0609698052816901 -0.981808625070423 -0.983651993098592 -0.988346038732394 -0.953803563943662 -0.949942637323944 -0.953803563943662 -0.949942637323944 -0.9820489 -0.980968719577465 -0.961402601267606 -0.961123966338028 -0.985948599577465 -0.98301208915493 -0.974850124366197 -0.956260603521127 -0.966343147323944 -0.972790464507042 -0.94447919915493 -0.951302708450704 -0.982002678169014 -0.978051827746479 -0.980802151267606 -0.983597495070422 -0.979187388732394 -0.984145419577465 -0.97321773056338 -0.974423557605634 -0.976432696901408 -0.978104182394366 -0.971230368591549 -0.978486192253521 -0.962397865211268 -0.950642404225352 -0.980417246901408 -0.980633816478873 -0.970485855774648 -0.961728192816901 -0.983683382535211 -0.982963022394366
"103" "WALKING" 18 0.274789226964286 -0.0177721565973214 -0.104702963321429 -0.396308662857143 -0.254240733285714 -0.448016721964286 0.884383235 -0.219334445357143 -0.0376200178392857 -0.983298007678571 -0.975878983928571 -0.972874563035714 0.0700012161964286 0.0214563097785714 0.0110697364803571 -0.388647599464286 -0.345255121785714 -0.647116114642857 -0.0402604890705357 -0.0613645906010714 0.0937236388910714 -0.71450481125 -0.513377013571429 -0.52781592625 -0.0969662455642857 -0.0481203065517857 -0.0513097493353571 -0.593370732321429 -0.705320688928571 -0.674537866607143 -0.311754684107143 -0.479012224464286 -0.311754684107143 -0.479012224464286 -0.401123775178571 -0.445033905357143 -0.517321292321429 -0.62144655375 -0.649003045357143 -0.736730995357143 -0.392854802321429 -0.269561013035714 -0.5076554825 -0.397940679107143 -0.293415523035714 -0.458926611964286 -0.434912885535714 -0.383674864642857 -0.616443910892857 -0.395207906607143 -0.347268719464286 -0.67660051 -0.622829606964286 -0.586292678928571 -0.5532013725 -0.7439846625 -0.478552721071429 -0.563682610178571 -0.4458495075 -0.579507698214286 -0.433015870357143 -0.464680848571429 -0.633428408571429 -0.679426986785714 -0.721020316607143 -0.778468785178571
"104" "WALKING_UPSTAIRS" 18 0.265009411724138 -0.0234222763918569 -0.112124969724138 -0.372239110172414 -0.209637293844828 -0.321280529482759 0.887001053448276 -0.308658637931034 -0.102864878 -0.962524363448276 -0.943717763965517 -0.909861976724138 0.0851399297413793 0.0199702905844828 0.00437910231551724 -0.546413166724138 -0.558151335344828 -0.75042087362069 -0.0117619873637931 -0.0781131355724138 0.0891844288775862 -0.587325278965517 -0.516140172068966 -0.427908345172414 -0.100504797854483 -0.0510417757551724 -0.0744323286310345 -0.752457825862069 -0.818200275344828 -0.707211980689655 -0.276523117241379 -0.362575214655172 -0.276523117241379 -0.362575214655172 -0.588776257586207 -0.561834962 -0.372513151551724 -0.526858314310345 -0.774565577241379 -0.820652744482759 -0.454487132931034 -0.357855217413793 -0.518355640344828 -0.343674067068966 -0.1909880035 -0.280710300810345 -0.573395407241379 -0.571582050344828 -0.724719399310345 -0.559301132413793 -0.574310986206897 -0.775335060689655 -0.584281220517241 -0.646375118103448 -0.494697290172414 -0.594781755862069 -0.457961988965517 -0.461860844482759 -0.419966380724138 -0.432288762931034 -0.557981319431034 -0.569266703793103 -0.647784577241379 -0.534987692068966 -0.813933572241379 -0.844064912948276
"105" "WALKING_DOWNSTAIRS" 18 0.290220596 -0.0161223254343636 -0.102812486163636 -0.316018668181818 -0.252778332909091 -0.414131286181818 0.928529825636364 -0.233555795818182 -0.0532325556909091 -0.959819003272727 -0.932605112909091 -0.921145135454545 0.0887960774236364 0.00490957828545455 -0.00976919860181818 -0.404211549454545 -0.449196779272727 -0.658751143272727 -0.0947744132709091 -0.0358416396398182 0.102889135605455 -0.508980506236364 -0.605760051454545 -0.487987254727273 -0.0740742530818182 -0.0502235452527273 -0.0493806818727273 -0.67904381 -0.759575305090909 -0.617264143636364 -0.298083875272727 -0.247895799945455 -0.298083875272727 -0.247895799945455 -0.474565556545455 -0.401852931636364 -0.379138578 -0.509127694145455 -0.704713922727273 -0.755271060545455 -0.363267142727273 -0.311375766363636 -0.509035214909091 -0.299071046727273 -0.270733469272727 -0.410948957090909 -0.428206480909091 -0.469826199090909 -0.629860188545455 -0.432952352727273 -0.464867762545455 -0.686070714727273 -0.495923560872727 -0.640550364 -0.456570062727273 -0.520265118090909 -0.591126866545455 -0.546180345818182 -0.262927055836364 -0.358196956545455 -0.402092989454545 -0.406530939090909 -0.608154201818182 -0.533710841236364 -0.752672596545454 -0.776764262181818
"106" "SITTING" 18 0.277273804561403 -0.0128245262017544 -0.111891679508772 -0.994332998596491 -0.974810297368421 -0.97740985245614 0.909181711403509 0.121671710842105 0.156209176105263 -0.993951947368421 -0.983896721052632 -0.977961155087719 0.0766828426666667 0.00667997747561404 0.00229252072233684 -0.991683680701754 -0.983976585087719 -0.990136703859649 -0.0333894605789474 -0.0687147296894737 0.0848417855614035 -0.991775506491228 -0.986804014035088 -0.981399270350877 -0.0959586871754386 -0.0397717124824561 -0.0522654506017544 -0.994113155438596 -0.994241814561403 -0.992686382982456 -0.983577674912281 -0.981512245087719 -0.983577674912281 -0.981512245087719 -0.989861725263158 -0.991194814561404 -0.977554556315789 -0.981150879298246 -0.994835539649123 -0.994842713859649 -0.993130040526316 -0.97646514877193 -0.982844884035088 -0.994891117894737 -0.974840338596491 -0.975559915087719 -0.991957439298246 -0.983613075964912 -0.988678125789474 -0.992127958596491 -0.985674184736842 -0.990121792807018 -0.989631638596491 -0.988742252631579 -0.982892342631579 -0.992448874210526 -0.985765041578947 -0.982684732631579 -0.984724192105263 -0.982131531403509 -0.990461406491228 -0.991039129473684 -0.986296658947368 -0.981082250350877 -0.994780547368421 -0.994944889473684
"107" "STANDING" 18 0.278776130684932 -0.0164167150753425 -0.108769029643836 -0.972076600684932 -0.92658619260274 -0.945734421369863 0.946285292191781 -0.207769947945205 -0.0454711249041096 -0.993767671369863 -0.980207800136986 -0.975002844109589 0.0688007699178082 0.0110228471006164 -0.000585625726575342 -0.975208150821918 -0.957178489178082 -0.982096564109589 -0.0353294245821918 -0.0644005926164384 0.084610862109589 -0.954671336712329 -0.965296205753425 -0.954208049821918 -0.0959522863432877 -0.0410780307945205 -0.060502435630137 -0.972957521506849 -0.986312133013699 -0.973849281780822 -0.949946340465753 -0.95263414260274 -0.949946340465753 -0.95263414260274 -0.972256324246575 -0.970723563287671 -0.944653052054795 -0.94700772109589 -0.981122068767123 -0.982249653972603 -0.972474759178082 -0.937702968630137 -0.964954805205479 -0.972109687945205 -0.925058960821918 -0.939872348219178 -0.975060805616438 -0.958540828630137 -0.979558429041096 -0.977677265205479 -0.958822444534247 -0.983250913835616 -0.954384197671233 -0.974430002465753 -0.955760260876712 -0.955479863835616 -0.961072456027397 -0.957885826986301 -0.958232532191781 -0.956099474383562 -0.968978976575342 -0.972041173424658 -0.961976868630137 -0.946962224520548 -0.982563858767123 -0.982768056027397
"108" "LAYING" 18 0.274584649230769 -0.0173940666307692 -0.107718406061538 -0.985010548461538 -0.986208506 -0.987747814153846 -0.185441987692308 0.697702303030769 0.589826111692308 -0.983073686 -0.994071168923077 -0.991085200307692 0.0749568401538462 0.0117299499261538 -0.00100300238507692 -0.986343454615385 -0.985655330615385 -0.990631933538462 -0.0252179925723077 -0.0836931007846154 0.0937810067230769 -0.993026413692308 -0.984634699538461 -0.985387963384615 -0.0997346945230769 -0.0392492756461538 -0.0593894291384615 -0.996121962923077 -0.990812364461538 -0.992833570615385 -0.986745092769231 -0.986703004 -0.986745092769231 -0.986703004 -0.988506461384615 -0.989728825230769 -0.98100954 -0.981110996307692 -0.993281726769231 -0.992442397538462 -0.985590524769231 -0.98495821 -0.988633810307692 -0.984831706307692 -0.986792637384615 -0.987341719538462 -0.986840678769231 -0.985941798769231 -0.989082326615385 -0.987007853076923 -0.986337853384615 -0.990722913076923 -0.992552287230769 -0.986006422769231 -0.985314633692308 -0.993182058153846 -0.983903839384615 -0.986723492153846 -0.987025025230769 -0.987856549692308 -0.988746652769231 -0.989923658923077 -0.984794511384615 -0.981976126461538 -0.992182684615385 -0.993021852769231
"109" "WALKING" 19 0.272027765961538 -0.0209441098442308 -0.121438968384615 -0.0808162628925 0.133436267339423 -0.171369972465385 0.874153945 -0.187327982115385 -0.0582274705576923 -0.970517895769231 -0.960752402307692 -0.931352518653846 0.0846361965807692 0.00439762857310616 -0.0358910047980769 0.0686033651040385 0.0375131942115385 -0.214347196301923 -0.0157589865471154 -0.0830777992038462 0.0794537430384615 -0.0736350426 -0.144998063013654 -0.139012873848077 -0.0616898615230769 -0.0356409644423077 -0.0601012972115385 0.0350484344288462 -0.317864086146154 -0.245109301690385 0.02639800175 -0.132637085578269 0.02639800175 -0.132637085578269 0.0667996634326923 -0.00776990292307693 0.0526252123923077 -0.0705385553076923 -0.197812015096154 -0.300033617603846 -0.0635752398269231 0.119699486816923 -0.139441453288462 -0.0891195804326923 0.0680205345288462 -0.261015472409615 -0.00455086663769231 -0.0303820134480769 -0.166002234403846 0.0491532404480769 0.0423517351884615 -0.261187110705577 0.168026008788462 -0.129514484486538 -0.0505221038330769 -0.151497336553077 -0.162416206346154 -0.250014173307692 -0.00538498518596154 -0.350037239903846 0.0295810569842308 -0.0653929892192308 -0.140514799467308 -0.184050326925 -0.290930551384615 -0.362736125884615
"110" "WALKING_UPSTAIRS" 19 0.245885376675 -0.0272306535525 -0.157755890525 -0.0285591907375 0.230091956825 -0.1567919945075 0.834612807 -0.370589915 -0.211521328125 -0.9112163615 -0.8971648555 -0.83698523225 0.03977212153725 0.071348471325 0.0313352151825 -0.07164938405 0.0224995505775 -0.40122907375 0.0807604412875 -0.1643830514 -0.0374798926125 -0.29452750575 -0.14076694225 -0.086101838725 -0.1510859222 0.0045867079275 -0.0403393168275 -0.187589026985 -0.43522072875 -0.3261247381275 0.10673004149775 -0.104795936275 0.10673004149775 -0.104795936275 -0.045472319825 -0.190681865625 0.0105891541 -0.18022767575 -0.3177101755 -0.4622166925 -0.05350442342775 0.161004042675 -0.17674742873125 -0.020654584915 0.18567540916125 -0.2149292468025 -0.1022295736925 -0.037350254925 -0.33407967725 -0.1241530091 0.0184007281225 -0.468144013075 -0.08780105381 -0.1758597620775 -0.02195163167 -0.36439702175 -0.13097459103 -0.1939055491 0.006104600155 -0.315519343275 -0.092353931015 -0.343775529325 -0.21584710885 -0.301453323325 -0.43645216475 -0.539710514125
"111" "WALKING_DOWNSTAIRS" 19 0.264389384641026 -0.014139894589 -0.126062963609692 0.524165401512821 0.469746067846154 0.016646516051282 0.884402871794872 -0.224005623076923 -0.124661077917179 -0.905582361794872 -0.921372141538462 -0.902202371538462 0.111364402948718 -0.0102867420769231 -0.0166682882307692 0.458122902410256 0.324049980307692 -0.0430975297692308 -0.24340408525641 0.0474560511846154 0.177761425666667 0.190171963538462 0.0154566786410256 -0.0512503572820513 -0.0294338631794872 -0.0732711850282051 -0.0679911102974359 0.1512351413 -0.0605159583333333 0.0753551318879487 0.555185639153846 0.342388626307692 0.555185639153846 0.342388626307692 0.378218546923077 0.378939373669231 0.358966751692308 0.177092254602564 0.0458383589282051 -0.0767316527666667 0.439275449051282 0.44988407074359 0.0780971845641026 0.553645706923077 0.385406169487179 -0.108191865923077 0.387748705897436 0.243903172871795 0.0325500962564103 0.398828675323077 0.322441388954359 -0.117463774869231 0.407959073974359 0.0998631295128205 0.173631793423077 0.117026580123077 -0.0504126400769231 -0.226801219512821 0.501985157948718 0.0320827085897436 0.460205168076923 0.254234684451282 0.153877091758974 -0.024133132548718 -0.0531807197179487 -0.177594841487179
"112" "SITTING" 19 0.273637993013699 -0.0168119118150685 -0.107457929315068 -0.976686734109589 -0.949832214520548 -0.952717521643836 0.584664916986301 0.34748207369863 0.483262394794521 -0.969359910136986 -0.968844658082192 -0.958452306986301 0.0752236733712329 0.0115955581186301 0.00208213051035616 -0.987360578082192 -0.979333851917808 -0.986880511369863 -0.0197869078136986 -0.0525063792054795 0.0987976801867123 -0.983638944931507 -0.961697753287671 -0.966706947260274 -0.100847076383562 -0.0440543006986301 -0.0583904397808219 -0.988503424931507 -0.987878538630137 -0.985469806712329 -0.961770096575343 -0.953441698493151 -0.961770096575343 -0.953441698493151 -0.986548693287671 -0.984641664383562 -0.941420942739726 -0.95121285890411 -0.989579193150685 -0.986344648767123 -0.97952632260274 -0.960601644931507 -0.967202471917808 -0.975552525753425 -0.947314150684932 -0.948249933150685 -0.987069948082192 -0.979192492739726 -0.984212676164384 -0.988893703835616 -0.981083081643836 -0.988263424794521 -0.981366293287671 -0.970042725753425 -0.969377465068493 -0.984449362191781 -0.957582779041096 -0.968878169315069 -0.964028114246575 -0.954362380547945 -0.984132553424658 -0.984210839041096 -0.965572675616438 -0.950833107808219 -0.987070227534247 -0.986075193972603
